;ordered;reodered;random;saw;sinusoidal;step;quasi ordered;;ordered;reodered;random;saw;sinusoidal;step;quasi ordered
;228;772;749;260;991,1436254;205;200;;22,80228023;977,1977198;723,8522092;260,10001;991,1436254;192,5925656;244,0724083
;229;771;111;270;984,2915806;203;202;;22,90229023;977,0977098;327,6319631;270,10001;984,2915806;202,0903221;274,634229
;230;770;221;280;975,5282581;206;242;;23,00230023;976,9976998;714,4134692;280,10001;975,5282581;194,8452755;279,1171532
;231;769;123;290;964,8882429;197;279;;23,10231023;976,8976898;888,557613;290,10001;964,8882429;199,3469332;257,4696983
;232;768;156;300;952,4135262;199;263;;23,20232023;976,7976798;560,8783211;300,10001;952,4135262;209,5611866;194,709024
;233;767;981;310;938,15334;206;260;;23,30233023;976,6976698;476,3462028;310,10001;938,15334;194,9233053;248,5034833
;234;766;404;320;922,1639628;192;198;;23,40234023;976,5976598;838,1912975;320,10001;922,1639628;190,9244095;213,8733307
;235;765;328;330;904,5084972;208;232;;23,50235024;976,4976498;171,9806172;330,10001;904,5084972;207,0922146;202,7179236
;236;764;917;340;885,2566214;210;258;;23,60236024;976,3976398;442,8627208;340,10001;885,2566214;202,409392;214,667078
;237;763;966;350;864,4843137;191;267;;23,70237024;976,2976298;655,9755218;350,10001;864,4843137;190,823774;210,1232557
;238;762;542;360;842,273553;202;229;;23,80238024;976,1976198;174,6323464;360,10001;842,273553;198,0355853;238,8534141
;239;761;914;370;818,7119949;192;253;;23,90239024;976,0976098;131,867446;370,10001;818,7119949;198,392956;276,9415596
;240;760;231;380;793,8926261;192;281;;24,00240024;975,9975998;670,3217559;380,10001;793,8926261;190,231474;269,5680308
;241;759;565;390;767,9133975;204;275;;24,10241024;975,8975898;886,9654087;390,10001;767,9133975;197,4942725;246,9920451
;242;758;218;400;740,8768371;210;199;;24,20242024;975,7975798;346,7678717;400,10001;740,8768371;199,4613979;252,8390265
;243;757;911;410;712,8896458;204;242;;24,30243024;975,6975698;23,22585137;410,10001;712,8896458;209,8318925;199,1329001
;244;756;477;420;684,0622763;193;219;;24,40244024;975,5975598;989,8803106;420,10001;684,0622763;190,3836302;237,8444868
;245;755;836;430;654,5084972;197;216;;24,50245025;975,4975498;182,0734081;430,10001;654,5084972;209,3913938;243,9494085
;246;754;654;440;624,3449436;192;220;;24,60246025;975,3975398;9,749930948;440,10001;624,3449436;193,0073997;214,5317434
;247;753;699;450;593,6906573;190;197;;24,70247025;975,2975298;807,7857642;450,10001;593,6906573;209,244418;211,5089978
;248;752;530;460;562,6666168;207;235;;24,80248025;975,1975198;686,9397097;460,10001;562,6666168;202,4191412;282,1567732
;249;751;200;470;531,3952598;202;247;;24,90249025;975,0975098;610,4865281;470,10001;531,3952598;192,118796;239,1260389
;250;750;47;480;500;191;223;;25,00250025;974,9974997;417,4772292;480,10001;500;197,18451;260,6560026
;251;749;726;490;468,6047402;197;278;;25,10251025;974,8974897;54,47588599;490,10001;468,6047402;202,6861904;240,0094993
;252;748;975;500;437,3333832;196;261;;25,20252025;974,7974797;179,3957244;500,10001;437,3333832;206,4574886;206,0968696
;253;747;457;510;406,3093427;205;297;;25,30253025;974,6974697;157,1227233;510,10001;406,3093427;197,819796;207,9072052
;254;746;135;520;375,6550564;190;234;;25,40254025;974,5974597;499,2720118;520,10001;375,6550564;195,3788252;226,0691976
;255;745;149;530;345,4915028;207;225;;25,50255026;974,4974497;539,366283;530,10001;345,4915028;207,0317112;220,4754802
;256;744;198;540;315,9377237;195;296;;25,60256026;974,3974397;121,7313493;540,10001;315,9377237;206,51389;207,6026722
;257;743;468;550;287,1103542;201;291;;25,70257026;974,2974297;312,9355406;550,10001;287,1103542;202,0475409;256,577993
;258;742;968;560;259,1231629;196;290;;25,80258026;974,1974197;419,0632694;560,10001;259,1231629;208,6981941;258,1134568
;259;741;260;570;232,0866025;204;246;;25,90259026;974,0974097;598,9034098;570,10001;232,0866025;201,9076694;218,1366231
;260;740;602;580;206,1073739;201;232;;26,00260026;973,9973997;603,0743228;580,10001;206,1073739;193,3350012;228,7802063
;261;739;395;590;181,2880051;192;307;;26,10261026;973,8973897;329,0642754;590,10001;181,2880051;191,7851624;262,180746
;262;738;136;600;157,726447;210;235;;26,20262026;973,7973797;32,48665058;600,10001;157,726447;208,9967802;282,3880662
;263;737;89;610;135,5156863;195;264;;26,30263026;973,6973697;61,18822558;610,10001;135,5156863;201,2661863;248,9672301
;264;736;91;620;114,7433786;196;245;;26,40264026;973,5973597;556,2688784;620,10001;114,7433786;203,420091;266,0869941
;265;735;386;630;95,49150281;207;231;;26,50265027;973,4973497;39,97756285;630,10001;95,49150281;192,8794991;267,2848297
;266;734;622;640;77,83603725;198;229;;26,60266027;973,3973397;585,8522968;640,10001;77,83603725;200,5853683;305,908399
;267;733;486;650;61,84665998;209;293;;26,70267027;973,2973297;559,8306278;650,10001;61,84665998;192,6194304;252,4042154
;268;732;168;660;47,58647377;191;289;;26,80268027;973,1973197;68,29603253;660,10001;47,58647377;192,1104108;274,5892264
;269;731;323;670;35,11175706;191;229;;26,90269027;973,0973097;61,66902004;670,10001;35,11175706;195,4706332;249,7854304
;270;730;828;680;24,47174185;190;234;;27,00270027;972,9972997;184,8909978;680,10001;24,47174185;209,495604;237,0085775
;271;729;25;690;15,70841944;195;319;;27,10271027;972,8972897;9,690565434;690,10001;15,70841944;196,770349;255,5957436
;272;728;148;700;8,856374636;210;225;;27,20272027;972,7972797;451,2081349;700,10001;8,856374636;197,9258905;281,0628179
;273;727;482;710;3,942649343;208;249;;27,30273027;972,6972697;52,76599398;710,10001;3,942649343;198,5230406;292,5557008
;274;726;88;720;0,986635786;206;323;;27,40274027;972,5972597;827,4150074;720,10001;0,986635786;192,8817331;246,5984046
;275;725;207;730;0;190;318;;27,50275028;972,4972497;787,2935546;730,10001;0;207,5154453;293,4314146
;276;724;935;740;0,986635786;210;289;;27,60276028;972,3972397;155,881601;740,10001;0,986635786;204,7716413;251,929762
;277;723;76;750;3,942649343;198;320;;27,70277028;972,2972297;180,7645239;750,10001;3,942649343;201,8992753;269,2861452
;278;722;66;760;8,856374636;194;314;;27,80278028;972,1972197;412,3902061;760,10001;8,856374636;204,7295864;311,2344192
;279;721;108;770;15,70841944;203;298;;27,90279028;972,0972097;773,5425004;770,10001;15,70841944;201,9037787;280,225382
;280;720;377;780;24,47174185;203;257;;28,00280028;971,9971997;192,22022;780,10001;24,47174185;194,5543256;297,8136347
;281;719;714;790;35,11175706;197;273;;28,10281028;971,8971897;220,2958873;790,10001;35,11175706;197,7652143;301,3696509
;282;718;525;800;47,58647377;202;288;;28,20282028;971,7971797;890,0205474;800,10001;47,58647377;207,5898093;276,5402474
;283;717;603;810;61,84665998;196;326;;28,30283028;971,6971697;981,1309787;810,10001;61,84665998;198,6109616;257,6017296
;284;716;642;820;77,83603725;208;323;;28,40284028;971,5971597;749,3831469;820,10001;77,83603725;200,0165576;299,3697336
;285;715;329;830;95,49150281;196;286;;28,50285029;971,4971497;470,8250718;830,10001;95,49150281;192,2124316;300,938335
;286;714;638;840;114,7433786;207;330;;28,60286029;971,3971397;81,19805164;840,10001;114,7433786;194,8324178;269,708381
;287;713;36;850;135,5156863;209;304;;28,70287029;971,2971297;626,4263403;850,10001;135,5156863;195,8941332;259,8062529
;288;712;558;860;157,726447;199;330;;28,80288029;971,1971197;674,9007448;860,10001;157,726447;207,1424331;302,7271605
;289;711;113;870;181,2880051;210;269;;28,90289029;971,0971097;645,0627486;870,10001;181,2880051;191,2277338;297,8734985
;290;710;902;880;206,1073739;210;294;;29,00290029;970,9970997;225,5812655;880,10001;206,1073739;207,1874623;329,7631449
;291;709;997;890;232,0866025;198;270;;29,10291029;970,8970897;630,6255273;890,10001;232,0866025;192,3024743;275,138327
;292;708;548;900;259,1231629;206;331;;29,20292029;970,7970797;698,1104575;900,10001;259,1231629;207,4273607;314,5379518
;293;707;913;910;287,1103542;191;264;;29,30293029;970,6970697;976,0329994;910,10001;287,1103542;192,4529291;331,6463543
;294;706;751;920;315,9377237;193;308;;29,40294029;970,5970597;286,8228721;920,10001;315,9377237;191,9664887;333,7517457
;295;705;251;930;345,4915028;209;339;;29,5029503;970,4970497;383,4453871;930,10001;345,4915028;208,6682081;315,255195
;296;704;918;940;375,6550564;198;327;;29,6029603;970,3970397;244,8290199;940,10001;375,6550564;203,6806682;315,1323269
;297;703;925;950;406,3093427;208;315;;29,7029703;970,2970297;274,9370283;950,10001;406,3093427;196,6937302;277,2195344
;298;702;379;960;437,3333832;205;320;;29,8029803;970,1970197;910,8535464;960,10001;437,3333832;203,6472383;250,7708383
;299;701;73;970;468,6047402;201;274;;29,9029903;970,0970097;106,6057223;970,10001;468,6047402;200,7779465;274,821185
;300;700;431;980;500;208;317;;30,0030003;969,9969997;178,3007085;980,10001;500;204,8349661;280,03554
;301;699;439;990;531,3952598;196;349;;30,1030103;969,8969897;836,9194444;990,10001;531,3952598;202,6584545;328,7744312
;302;698;382;1000;562,6666168;196;306;;30,2030203;969,7969797;603,8895752;1000,10001;562,6666168;209,2788266;350,2440347
;303;697;840;0;593,6906573;304;327;;30,3030303;969,6969697;519,8742159;0,100010001;593,6906573;306,2405672;294,3325249
;304;696;152;10;624,3449436;308;288;;30,4030403;969,5969597;275,7079957;10,10001;624,3449436;295,8969556;282,3787398
;305;695;838;20;654,5084972;306;346;;30,50305031;969,4969497;272,0108277;20,10001;654,5084972;292,4715516;352,4624019
;306;694;487;30;684,0622763;307;309;;30,60306031;969,3969397;895,4544619;30,10001;684,0622763;290,7699995;304,4956061
;307;693;21;40;712,8896458;294;300;;30,70307031;969,2969297;869,9439286;40,10001;712,8896458;301,1684141;270,7810081
;308;692;752;50;740,8768371;300;281;;30,80308031;969,1969197;546,3021076;50,10001;740,8768371;296,2861287;260,6769173
;309;691;641;60;767,9133975;294;340;;30,90309031;969,0969097;860,4784136;60,10001;767,9133975;299,5566685;262,6768431
;310;690;233;70;793,8926261;296;358;;31,00310031;968,9968997;737,4673723;70,10001;793,8926261;305,2584998;293,3190774
;311;689;923;80;818,7119949;300;350;;31,10311031;968,8968897;756,9182393;80,10001;818,7119949;292,4054156;315,7904652
;312;688;253;90;842,273553;298;275;;31,20312031;968,7968797;552,0866828;90,10001;842,273553;303,5502424;337,5460488
;313;687;651;100;864,4843137;294;286;;31,30313031;968,6968697;258,5128859;100,10001;864,4843137;293,9100198;297,3197515
;314;686;423;110;885,2566214;306;267;;31,40314031;968,5968597;528,5060222;110,10001;885,2566214;307,6176408;360,7805975
;315;685;959;120;904,5084972;304;364;;31,50315032;968,4968497;101,7522194;120,10001;904,5084972;294,7416117;354,1475375
;316;684;448;130;922,1639628;291;282;;31,60316032;968,3968397;637,0757056;130,10001;922,1639628;299,8171572;287,4864207
;317;683;772;140;938,15334;291;331;;31,70317032;968,2968297;358,1199738;140,10001;938,15334;297,7895917;270,3606723
;318;682;251;150;952,4135262;310;368;;31,80318032;968,1968197;2,855074576;150,10001;952,4135262;306,102455;358,044058
;319;681;285;160;964,8882429;308;318;;31,90319032;968,0968097;622,7474002;160,10001;964,8882429;297,7526997;338,2140267
;320;680;783;170;975,5282581;295;309;;32,00320032;967,9967997;66,75830398;170,10001;975,5282581;290,5742401;274,5726398
;321;679;157;180;984,2915806;291;355;;32,10321032;967,8967897;279,3821876;180,10001;984,2915806;290,446791;354,7101039
;322;678;827;190;991,1436254;301;302;;32,20322032;967,7967797;348,0296726;190,10001;991,1436254;290,5259686;362,7414065
;323;677;266;200;996,0573507;297;283;;32,30323032;967,6967697;531,8045572;200,10001;996,0573507;293,4736073;302,6478452
;324;676;606;210;999,0133642;308;364;;32,40324032;967,5967597;744,5429014;210,10001;999,0133642;291,4841654;354,5124612
;325;675;234;220;1000;294;278;;32,50325033;967,4967497;346,345093;220,10001;1000;295,3201015;276,6431911
;326;674;447;230;999,0133642;292;341;;32,60326033;967,3967397;217,3143838;230,10001;999,0133642;298,8573633;319,1959257
;327;673;766;240;996,0573507;307;372;;32,70327033;967,2967297;590,786772;240,10001;996,0573507;290,5162349;341,823288
;328;672;339;250;991,1436254;292;291;;32,80328033;967,1967197;865,8587815;250,10001;991,1436254;309,9644853;285,2539798
;329;671;739;260;984,2915806;299;293;;32,90329033;967,0967097;107,9817257;260,10001;984,2915806;299,9004314;314,5876535
;330;670;995;270;975,5282581;293;316;;33,00330033;966,9966997;176,6022368;270,10001;975,5282581;290,4928529;309,2163814
;331;669;237;280;964,8882429;303;317;;33,10331033;966,8966897;529,9365223;280,10001;964,8882429;298,7434568;315,445609
;332;668;745;290;952,4135262;298;295;;33,20332033;966,7966797;591,5373144;290,10001;952,4135262;301,5245246;326,1780342
;333;667;260;300;938,15334;292;370;;33,30333033;966,6966697;453,2496632;300,10001;938,15334;294,6855173;317,7870985
;334;666;184;310;922,1639628;298;342;;33,40334033;966,5966597;82,34745051;310,10001;922,1639628;309,8706878;366,6862603
;335;665;743;320;904,5084972;298;367;;33,50335034;966,4966497;197,4399579;320,10001;904,5084972;300,2670961;343,9117164
;336;664;121;330;885,2566214;303;300;;33,60336034;966,3966397;779,4618826;330,10001;885,2566214;308,0136837;287,5427983
;337;663;129;340;864,4843137;297;349;;33,70337034;966,2966297;985,4438674;340,10001;864,4843137;309,7774051;367,1801337
;338;662;111;350;842,273553;303;357;;33,80338034;966,1966197;286,5989695;350,10001;842,273553;291,3009854;324,937764
;339;661;493;360;818,7119949;307;305;;33,90339034;966,0966097;35,12409532;360,10001;818,7119949;306,8708466;347,5092763
;340;660;954;370;793,8926261;293;302;;34,00340034;965,9965997;471,5067083;370,10001;793,8926261;296,6092285;292,5460525
;341;659;673;380;767,9133975;296;386;;34,10341034;965,8965897;362,4106205;380,10001;767,9133975;293,5112733;378,4707264
;342;658;847;390;740,8768371;294;376;;34,20342034;965,7965797;806,118493;390,10001;740,8768371;294,6668162;365,7744829
;343;657;935;400;712,8896458;294;341;;34,30343034;965,6965697;581,586084;400,10001;712,8896458;290,9646263;374,29727
;344;656;986;410;684,0622763;305;345;;34,40344034;965,5965597;967,2806297;410,10001;684,0622763;306,9423807;341,7457514
;345;655;604;420;654,5084972;309;364;;34,50345035;965,4965497;782,048734;420,10001;654,5084972;307,6277496;378,1950805
;346;654;729;430;624,3449436;298;392;;34,60346035;965,3965397;6,142771698;430,10001;624,3449436;304,7109065;339,7247712
;347;653;2;440;593,6906573;303;359;;34,70347035;965,2965297;796,5421358;440,10001;593,6906573;304,8139304;304,7411006
;348;652;740;450;562,6666168;309;311;;34,80348035;965,1965197;210,1832388;450,10001;562,6666168;301,1735761;385,348245
;349;651;983;460;531,3952598;303;364;;34,90349035;965,0965097;42,44797158;460,10001;531,3952598;299,5269305;349,4348856
;350;650;72;470;500;299;386;;35,00350035;964,9964996;11,65898545;470,10001;500;298,1799595;325,4287637
;351;649;184;480;468,6047402;299;361;;35,10351035;964,8964896;871,0699965;480,10001;468,6047402;293,8180514;338,3637821
;352;648;464;490;437,3333832;310;394;;35,20352035;964,7964796;994,8141791;490,10001;437,3333832;293,7092069;333,5162659
;353;647;875;500;406,3093427;291;353;;35,30353035;964,6964696;37,42524412;500,10001;406,3093427;305,8618108;375,8262987
;354;646;518;510;375,6550564;309;386;;35,40354035;964,5964596;809,6751155;510,10001;375,6550564;303,1189591;312,2744363
;355;645;924;520;345,4915028;304;315;;35,50355036;964,4964496;878,0102046;520,10001;345,4915028;291,6313564;363,4032264
;356;644;100;530;315,9377237;299;386;;35,60356036;964,3964396;901,9837741;530,10001;315,9377237;305,0248506;330,6807937
;357;643;858;540;287,1103542;298;361;;35,70357036;964,2964296;92,03269502;540,10001;287,1103542;296,7274457;396,6843501
;358;642;119;550;259,1231629;294;407;;35,80358036;964,1964196;570,3007578;550,10001;259,1231629;297,312882;374,5753614
;359;641;346;560;232,0866025;299;320;;35,90359036;964,0964096;987,3660745;560,10001;232,0866025;306,1194246;328,2856537
;360;640;66;570;206,1073739;308;322;;36,00360036;963,9963996;437,4843559;570,10001;206,1073739;299,6837548;339,0267734
;361;639;607;580;181,2880051;292;349;;36,10361036;963,8963896;680,7961981;580,10001;181,2880051;302,6035982;395,6098769
;362;638;248;590;157,726447;296;346;;36,20362036;963,7963796;669,6055921;590,10001;157,726447;294,5050142;391,4558362
;363;637;44;600;135,5156863;293;404;;36,30363036;963,6963696;452,7768613;600,10001;135,5156863;301,0220649;342,7440773
;364;636;4;610;114,7433786;306;408;;36,40364036;963,5963596;861,3718834;610,10001;114,7433786;299,2176016;353,3240919
;365;635;19;620;95,49150281;310;409;;36,50365037;963,4963496;964,1255187;620,10001;95,49150281;298,6684511;412,5062853
;366;634;296;630;77,83603725;299;343;;36,60366037;963,3963396;194,7849847;630,10001;77,83603725;306,7559782;357,1700484
;367;633;15;640;61,84665998;291;356;;36,70367037;963,2963296;825,0295804;640,10001;61,84665998;306,1890825;361,3869847
;368;632;426;650;47,58647377;308;345;;36,80368037;963,1963196;932,9568542;650,10001;47,58647377;299,749614;338,3632642
;369;631;325;660;35,11175706;308;326;;36,90369037;963,0963096;547,8220523;660,10001;35,11175706;306,5900326;406,487358
;370;630;906;670;24,47174185;294;357;;37,00370037;962,9962996;422,8719066;670,10001;24,47174185;302,6233832;328,4938157
;371;629;459;680;15,70841944;297;367;;37,10371037;962,8962896;38,3407502;680,10001;15,70841944;296,6134251;333,2411449
;372;628;539;690;8,856374636;306;355;;37,20372037;962,7962796;390,2302223;690,10001;8,856374636;293,2201289;413,1930882
;373;627;652;700;3,942649343;291;355;;37,30373037;962,6962696;36,01500118;700,10001;3,942649343;307,2229065;400,5474973
;374;626;138;710;0,986635786;306;345;;37,40374037;962,5962596;568,6786871;710,10001;0,986635786;291,099201;327,562501
;375;625;933;720;0;300;419;;37,50375038;962,4962496;479,0927211;720,10001;0;293,6579701;406,1740831
;376;624;867;730;0,986635786;301;398;;37,60376038;962,3962396;716,625035;730,10001;0,986635786;294,7715416;351,5338854
;377;623;430;740;3,942649343;307;331;;37,70377038;962,2962296;12,79871361;740,10001;3,942649343;297,7524386;348,9587882
;378;622;877;750;8,856374636;296;384;;37,80378038;962,1962196;815,9555033;750,10001;8,856374636;305,3517566;329,580542
;379;621;910;760;15,70841944;306;387;;37,90379038;962,0962096;292,4492175;760,10001;15,70841944;297,6500819;401,9962953
;380;620;230;770;24,47174185;303;384;;38,00380038;961,9961996;626,5668812;770,10001;24,47174185;291,2956061;345,3412145
;381;619;646;780;35,11175706;292;373;;38,10381038;961,8961896;341,3568258;780,10001;35,11175706;309,5567009;418,022973
;382;618;173;790;47,58647377;310;406;;38,20382038;961,7961796;304,4227062;790,10001;47,58647377;304,0000903;399,9924444
